gene	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	predicted_gene_name	GO_terms	KEGG_KO	BiGG_Reactions	Annotation_tax_scope	Matching_Ogs	best_OG|evalue|score	COG_functional_categories	eggNOG_HMM_model_annotation
augustus_masked-NW_019167827.1-processed-gene-32.5-mRNA-1	3694.POPTR_0001s10780.1	0.0	1663.2		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006996,GO:0008150,GO:0009507,GO:0009526,GO:0009536,GO:0009657,GO:0009658,GO:0009941,GO:0009987,GO:0010020,GO:0016043,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043572,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044763,GO:0048285,GO:0071840			virNOG[6]	1BF2V@strNOG,1DT11@virNOG,COG0465@NOG,KOG0731@euNOG	1DT11|0.0|1635.0	O	Peptidase family M41
augustus_masked-NW_019167827.1-processed-gene-32.3-mRNA-1	3694.POPTR_0001s10710.1	0.0	1252.3		GO:0000003,GO:0000278,GO:0000280,GO:0000902,GO:0000904,GO:0000910,GO:0000911,GO:0000919,GO:0003002,GO:0003006,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005829,GO:0005856,GO:0005874,GO:0005886,GO:0005911,GO:0006139,GO:0006152,GO:0006163,GO:0006184,GO:0006195,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006897,GO:0006898,GO:0006996,GO:0007049,GO:0007067,GO:0007275,GO:0007389,GO:0008150,GO:0008152,GO:0008544,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009164,GO:0009166,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009504,GO:0009506,GO:0009507,GO:0009524,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0009653,GO:0009790,GO:0009791,GO:0009793,GO:0009832,GO:0009888,GO:0009913,GO:0009920,GO:0009987,GO:0010026,GO:0010051,GO:0010090,GO:0010091,GO:0010154,GO:0015630,GO:0016020,GO:0016043,GO:0016192,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022402,GO:0022414,GO:0022607,GO:0030054,GO:0030154,GO:0030276,GO:0030855,GO:0031090,GO:0031976,GO:0031984,GO:0032501,GO:0032502,GO:0032506,GO:0032989,GO:0032991,GO:0034357,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042546,GO:0042651,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043234,GO:0043588,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044422,GO:0044424,GO:0044430,GO:0044434,GO:0044435,GO:0044436,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044707,GO:0044710,GO:0044763,GO:0044767,GO:0046039,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0048285,GO:0048316,GO:0048468,GO:0048513,GO:0048608,GO:0048731,GO:0048856,GO:0048869,GO:0051179,GO:0051234,GO:0051301,GO:0055035,GO:0055044,GO:0055086,GO:0060429,GO:0061458,GO:0071554,GO:0071669,GO:0071704,GO:0071840,GO:0071944,GO:0072521,GO:0072523,GO:0072583,GO:1901068,GO:1901069,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658			virNOG[6]	1BGNN@strNOG,1DUJJ@virNOG,COG0699@NOG,KOG0446@euNOG	1DUJJ|0.0|1331.3	U	dynamin-related protein
augustus_masked-NW_019167827.1-processed-gene-32.2-mRNA-1	3694.POPTR_0001s10700.1	9,00E-216	707.7	UGE2	GO:0003674,GO:0003824,GO:0003978,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0008150,GO:0008152,GO:0009987,GO:0016853,GO:0016854,GO:0016857,GO:0042546,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044763,GO:0050896,GO:0071554,GO:0071840	K01784		virNOG[6]	1BEWA@strNOG,1DR8W@virNOG,COG1087@NOG,KOG1371@euNOG	1DR8W|4.5e-214|711.3	M	UDP-glucose 4-epimerase
augustus_masked-NW_019167827.1-processed-gene-32.6-mRNA-1	29760.VIT_02s0025g01680.t01	3.7e-119	388.0					virNOG[6]	0IFMT@euNOG,0YEVR@NOG,1BHNS@strNOG,1DVJ6@virNOG	1DVJ6|8.7e-129|429.7	S	F-box protein
augustus_masked-NW_019167827.1-processed-gene-32.0-mRNA-1	3847.GLYMA11G02020.1	5.1e-71	229.9					virNOG[6]	0IXAX@euNOG,0Y7H8@NOG,1BR9N@strNOG,1E3TF@virNOG	1E3TF|2.8e-73|247.5	S	NA
augustus_masked-NW_019167827.1-processed-gene-32.1-mRNA-1	4081.Solyc12g055940.1.1	9.7e-72	231.9					virNOG[6]	0IGR3@euNOG,0ZZP1@NOG,1BHI7@strNOG,1DVE0@virNOG	1DVE0|3.4e-79|268.0	S	NA
augustus_masked-NW_019167827.1-processed-gene-32.7-mRNA-1	3694.POPTR_1840s00200.1	3.6e-39	123.9		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035			virNOG[6]	0J0WC@euNOG,0XZGC@NOG,1BUK7@strNOG,1E6F3@virNOG	1E6F3|8.7e-40|137.6	S	NA
augustus_masked-NW_019167827.1-processed-gene-32.11-mRNA-1	29760.VIT_02s0025g01610.t01	2.3e-155	509.1					virNOG[6]	0XP06@NOG,1BBYD@strNOG,1DPX2@virNOG,KOG0001@euNOG,KOG2381@euNOG	1DPX2|2.3e-128|430.5	O	phosphatidylinositol 3- and 4-kinase family protein
augustus_masked-NW_019167827.1-processed-gene-32.14-mRNA-1	4113.PGSC0003DMT400002810	1.1e-78	255.3	AT4G16580		K17508		virNOG[6]	1DPRM@virNOG,COG0631@NOG,KOG1379@euNOG	1DPRM|1.1e-94|319.5	T	protein phosphatase 2C 55-like
augustus_masked-NW_019167827.1-processed-gene-32.9-mRNA-1	59689.Al_scaffold_0002_35	5.3e-93	298.6					virNOG[6]	0C0WV@braNOG,0J5Q7@euNOG,0XWH5@NOG,1BTVV@strNOG,1E5S5@virNOG	1E5S5|1.6e-101|340.9	S	Inherit from euNOG: Sporozoite surface protein 2
augustus_masked-NW_019167827.1-processed-gene-32.12-mRNA-1	29760.VIT_02s0025g01640.t01	1.2e-106	344.1		GO:0003674,GO:0005488,GO:0005509,GO:0005575,GO:0007154,GO:0007165,GO:0008150,GO:0009987,GO:0016020,GO:0019722,GO:0019932,GO:0023052,GO:0035556,GO:0043167,GO:0043169,GO:0044699,GO:0044700,GO:0044763,GO:0046872,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007	K06268		virNOG[6]	1BQED@strNOG,1E28P@virNOG,COG5126@NOG,KOG0034@euNOG	1E28P|6.1e-106|354.2	T	calcineurin b-like protein
augustus_masked-NW_019167827.1-processed-gene-32.15-mRNA-1	3694.POPTR_0001s10860.1	2.1e-67	215.7					virNOG[6]	0J88C@euNOG,0Z6G5@NOG,1BV13@strNOG,1E700@virNOG	1E700|1.2e-73|248.3	S	NA
augustus_masked-NW_019167827.1-processed-gene-32.10-mRNA-1	3847.GLYMA01G43580.1	4.5e-76	246.1					virNOG[6]	0XP06@NOG,1BBYD@strNOG,1DPX2@virNOG,KOG0001@euNOG,KOG2381@euNOG	1DPX2|4.3e-72|244.7	O	phosphatidylinositol 3- and 4-kinase family protein
augustus_masked-NW_019167827.1-processed-gene-33.6-mRNA-1	29760.VIT_02s0025g02140.t01	0.0	1332.3	BIP	GO:0000741,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005773,GO:0005774,GO:0005783,GO:0005788,GO:0005794,GO:0005829,GO:0005886,GO:0005911,GO:0006508,GO:0006511,GO:0006950,GO:0006996,GO:0006997,GO:0007275,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009506,GO:0009507,GO:0009536,GO:0009553,GO:0009559,GO:0009561,GO:0009987,GO:0010035,GO:0010038,GO:0010197,GO:0010498,GO:0016020,GO:0016043,GO:0016592,GO:0019538,GO:0019941,GO:0030054,GO:0030154,GO:0030163,GO:0030312,GO:0030433,GO:0031090,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032991,GO:0033554,GO:0034976,GO:0042221,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043234,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044432,GO:0044437,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0044699,GO:0044707,GO:0044763,GO:0046686,GO:0048229,GO:0048284,GO:0048856,GO:0048869,GO:0050896,GO:0051603,GO:0051716,GO:0055044,GO:0070013,GO:0071704,GO:0071840,GO:0071944,GO:1901575	K09490		virNOG[6]	1BJ07@strNOG,1DWXK@virNOG,COG0443@NOG,KOG0100@euNOG	1DWXK|0.0|1401.7	O	luminal-binding protein
augustus_masked-NW_019167827.1-processed-gene-33.3-mRNA-1	4641.GSMUA_Achr8P05340_001	1.9e-305	1004.5		GO:0000139,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0012505,GO:0016020,GO:0031090,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464			virNOG[6]	0IJF3@euNOG,1BK3S@strNOG,1DY0N@virNOG,COG1215@NOG	1DY0N|5e-161|538.7	M	cellulose synthase-like protein
augustus_masked-NW_019167827.1-processed-gene-33.2-mRNA-1	29760.VIT_02s0025g01740.t01	1.2e-243	800.5		GO:0001071,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2001141	K14486		virNOG[6]	0IIQI@euNOG,0YECH@NOG,1BCYU@strNOG,1DQWG@virNOG	1DQWG|2.3e-227|758.0	K	auxin response factor
augustus_masked-NW_019167827.1-processed-gene-33.5-mRNA-1	29760.VIT_02s0025g02070.t01	1.1e-133	437.7		GO:0001071,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006082,GO:0006355,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009414,GO:0009415,GO:0009628,GO:0009889,GO:0009987,GO:0010035,GO:0010118,GO:0010167,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0042126,GO:0042128,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044281,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0071941,GO:0080090,GO:1901698,GO:1901700,GO:2000112,GO:2001057,GO:2001141			virNOG[6]	0IKB2@euNOG,10HDW@NOG,1BD02@strNOG,1DQXR@virNOG	1DQXR|7.3e-99|333.4	K	transcription, DNA-dependent
augustus_masked-NW_019167827.1-processed-gene-33.0-mRNA-1	3694.POPTR_0003s14190.1	2.9e-272	894.6			K09458		virNOG[6]	1BGDI@strNOG,1DUB1@virNOG,COG0304@NOG,KOG1394@euNOG	1DUB1|3.1e-248|824.9	H	3-oxoacyl- acyl-carrier-protein synthase
augustus_masked-NW_019167827.1-processed-gene-33.4-mRNA-1	3694.POPTR_0001s10970.1	4.4e-80	260.1		GO:0001071,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006082,GO:0006355,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009414,GO:0009415,GO:0009628,GO:0009889,GO:0009987,GO:0010035,GO:0010118,GO:0010167,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0042126,GO:0042128,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044281,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0071941,GO:0080090,GO:1901698,GO:1901700,GO:2000112,GO:2001057,GO:2001141			virNOG[6]	0IKB2@euNOG,10HDW@NOG,1BD02@strNOG,1DQXR@virNOG	1DQXR|2.9e-64|218.8	K	transcription, DNA-dependent
augustus_masked-NW_019167827.1-processed-gene-33.9-mRNA-1	4113.PGSC0003DMT400062960	1.1e-240	791.3					virNOG[6]	1BES0@strNOG,1DSPM@virNOG,COG0457@NOG,KOG1840@euNOG	1DSPM|5.9e-280|931.6	Z	Kinesin light
augustus_masked-NW_019167827.1-processed-gene-33.7-mRNA-1	29760.VIT_07s0031g02680.t01	7.7e-273	896.2		GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464	K02208		virNOG[6]	0XPPA@NOG,1BBYU@strNOG,1DPXE@virNOG,KOG0666@euNOG	1DPXE|5.1e-252|837.7	K	Cyclin-dependent kinase
augustus_masked-NW_019167827.1-processed-gene-33.1-mRNA-1	3694.POPTR_0001s10880.1	3.5e-123	397.4					virNOG[6]	0IFDD@euNOG,0Y94P@NOG,1C5YZ@strNOG,1EJU1@virNOG	1EJU1|2e-120|403.3	S	DCD
augustus_masked-NW_019167827.1-processed-gene-33.8-mRNA-1	29760.VIT_02s0025g02080.t01	2.6e-104	339.3		GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0008643,GO:0009987,GO:0015144,GO:0016020,GO:0016021,GO:0022857,GO:0022891,GO:0022892,GO:0031224,GO:0031226,GO:0034219,GO:0044425,GO:0044459,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:1901476	K15382		virNOG[6]	11M4R@NOG,1BEWV@strNOG,1DSUI@virNOG,KOG1623@euNOG	1DSUI|1.2e-114|383.1	U	bidirectional sugar transporter
augustus_masked-NW_019167827.1-processed-gene-34.5-mRNA-1	29760.VIT_02s0025g02310.t01	2.8e-213	700.8					virNOG[6]	0IHKX@euNOG,0YD0M@NOG,1BD83@strNOG,1DR5Q@virNOG	1DR5Q|4.7e-201|671.5	S	NA
augustus_masked-NW_019167827.1-processed-gene-34.3-mRNA-1	29760.VIT_02s0025g02200.t01	3.2e-269	883.9	OSI_25549		K01469		virNOG[6]	1BI4Y@strNOG,1DW1W@virNOG,COG5459@NOG,KOG2539@euNOG	1DW1W|1.2e-236|788.4	J	Mitochondrial small ribosomal subunit Rsm22
augustus_masked-NW_019167827.1-processed-gene-34.6-mRNA-1	3694.POPTR_0001s11180.1	6.6e-216	708.4					virNOG[6]	0XR8V@NOG,1BNVD@strNOG,1E0PP@virNOG,KOG4711@euNOG	1E0PP|7.9e-223|741.5	S	Aluminum-activated malate transporter
augustus_masked-NW_019167827.1-processed-gene-34.7-mRNA-1	29760.VIT_02s0025g02330.t01	1.6e-184	603.8					virNOG[6]	11VC9@NOG,1BFK2@strNOG,1DPXU@virNOG,KOG4317@euNOG	1DPXU|1.2e-164|549.0	S	Zinc finger HIT domain-containing protein
augustus_masked-NW_019167827.1-processed-gene-34.2-mRNA-1	29760.VIT_02s0025g02190.t01	3.9e-193	631.8			K11153,K19329		virNOG[6]	1BKBM@strNOG,1DZ1M@virNOG,COG1028@NOG,KOG1208@euNOG	1DZ1M|1.4e-183|610.4	Q	short-chain dehydrogenase
augustus_masked-NW_019167827.1-processed-gene-34.4-mRNA-1	3694.POPTR_0003s14450.1	6.9e-100	323.2					virNOG[6]	0IWCF@euNOG,0YH6N@NOG,1BPPX@strNOG,1E221@virNOG	1E221|2e-62|213.0	K	zinc finger protein
augustus_masked-NW_019167827.1-processed-gene-34.1-mRNA-1	4081.Solyc08g082820.2.1	6.7e-34	106.9	BIP	GO:0000741,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005773,GO:0005774,GO:0005783,GO:0005788,GO:0005794,GO:0005829,GO:0005886,GO:0005911,GO:0006508,GO:0006511,GO:0006950,GO:0006996,GO:0006997,GO:0007275,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009506,GO:0009507,GO:0009536,GO:0009553,GO:0009559,GO:0009561,GO:0009987,GO:0010035,GO:0010038,GO:0010197,GO:0010498,GO:0016020,GO:0016043,GO:0016592,GO:0019538,GO:0019941,GO:0030054,GO:0030154,GO:0030163,GO:0030312,GO:0030433,GO:0031090,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032991,GO:0033554,GO:0034976,GO:0042221,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043234,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044432,GO:0044437,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0044699,GO:0044707,GO:0044763,GO:0046686,GO:0048229,GO:0048284,GO:0048856,GO:0048869,GO:0050896,GO:0051603,GO:0051716,GO:0055044,GO:0070013,GO:0071704,GO:0071840,GO:0071944,GO:1901575	K09490		virNOG[6]	1BJ07@strNOG,1DWXK@virNOG,COG0443@NOG,KOG0100@euNOG	1DWXK|5.5e-27|94.8	O	luminal-binding protein
augustus_masked-NW_019167827.1-processed-gene-34.0-mRNA-1	3694.POPTR_0001s11040.1	1.4e-21	65.3					virNOG[6]	0J5WE@euNOG,0ZAVU@NOG,1BWMP@strNOG,1E8WF@virNOG	1E8WF|9.4e-21|74.3	S	NA
augustus_masked-NW_019167827.1-processed-gene-34.12-mRNA-1	3694.POPTR_0001s11110.1	3.6e-272	895.9					virNOG[6]	0XQPJ@NOG,1BCVV@strNOG,1DQTQ@virNOG,KOG0283@euNOG	1DQTQ|3e-275|916.3	S	WD-40 repeat family protein
augustus_masked-NW_019167827.1-processed-gene-34.14-mRNA-1	29760.VIT_02s0025g02270.t01	2.6e-234	768.8					virNOG[6]	0IDYV@euNOG,0XSQ4@NOG,1BBZB@strNOG,1DPXY@virNOG	1DPXY|1.6e-186|621.1	S	BTB POZ domain-containing protein At3g05675-like
augustus_masked-NW_019167827.1-processed-gene-34.11-mRNA-1	29760.VIT_15s0046g00170.t01	1.5e-89	289.7			K09422		virNOG[6]	1BRDC@strNOG,1E37I@virNOG,COG5147@NOG,KOG0048@euNOG	1E37I|1.6e-98|331.1	K	Myb-like DNA-binding domain
augustus_masked-NW_019167827.1-processed-gene-34.13-mRNA-1	4081.Solyc08g082920.2.1	3.9e-98	317.5					virNOG[6]	1BEZ1@strNOG,1DSX1@virNOG,COG5081@NOG,KOG3319@euNOG	1DSX1|1e-91|305.9	S	ORM1-like protein
augustus_masked-NW_019167827.1-processed-gene-35.1-mRNA-1	3694.POPTR_0003s14520.1	1.1e-255	838.9	WNK8	GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0004672,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0007275,GO:0008150,GO:0008152,GO:0009314,GO:0009416,GO:0009628,GO:0009648,GO:0009791,GO:0009909,GO:0009911,GO:0009987,GO:0010228,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0022414,GO:0032501,GO:0032502,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0044699,GO:0044707,GO:0046777,GO:0048518,GO:0048573,GO:0048580,GO:0048582,GO:0048608,GO:0048731,GO:0048831,GO:0048856,GO:0050789,GO:0050793,GO:0050896,GO:0051094,GO:0051239,GO:0051240,GO:0061458,GO:0065007,GO:0071704,GO:2000026,GO:2000241,GO:2000243	K08867		virNOG[6]	0XQWZ@NOG,1BMVC@strNOG,1DZPK@virNOG,KOG0584@euNOG	1DZPK|4.1e-296|984.7	T	serine threonine-protein kinase
augustus_masked-NW_019167827.1-processed-gene-35.5-mRNA-1	29760.VIT_02s0025g02500.t01	0.0	1012.4		GO:0000003,GO:0003006,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0007275,GO:0008150,GO:0009791,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0010154,GO:0015603,GO:0015688,GO:0016020,GO:0022414,GO:0022857,GO:0032501,GO:0032502,GO:0042221,GO:0044464,GO:0044699,GO:0044707,GO:0044763,GO:0044765,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0050896,GO:0051179,GO:0051234,GO:0051980,GO:0055085,GO:0061458,GO:0071944,GO:1901678			virNOG[6]	0IEEY@euNOG,1BPWF@strNOG,1E1QG@virNOG,COG1297@NOG	1E1QG|0.0|1116.0	P	transporter
augustus_masked-NW_019167827.1-processed-gene-35.3-mRNA-1	3847.GLYMA07G07300.1	1.9e-198	651.1		GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008174,GO:0008757,GO:0009451,GO:0009507,GO:0009536,GO:0009987,GO:0016070,GO:0016071,GO:0016422,GO:0016556,GO:0016604,GO:0016607,GO:0016740,GO:0016741,GO:0031974,GO:0031981,GO:0032259,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0080009,GO:0090304,GO:1901360	K05925		virNOG[6]	1BBST@strNOG,1DPRG@virNOG,COG4725@NOG,KOG2098@euNOG	1DPRG|6.1e-201|670.7	A	N6-adenosine-methyltransferase MT-A70-like
augustus_masked-NW_019167827.1-processed-gene-35.0-mRNA-1	29760.VIT_02s0025g02340.t01	1.8e-245	805.5		GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K18726		virNOG[6]	0XSFS@NOG,1BHBS@strNOG,1DTWP@virNOG,KOG1363@euNOG	1DTWP|9.8e-234|777.5	O	fas-associated factor
augustus_masked-NW_019167827.1-processed-gene-35.6-mRNA-1	29760.VIT_02s0025g02550.t01	3.7e-193	632.8			K07019		virNOG[6]	1BGQY@strNOG,1DUMS@virNOG,COG0429@NOG,KOG1838@euNOG	1DUMS|2.3e-198|660.6	S	embryogenesis-associated protein EMB8-like
augustus_masked-NW_019167827.1-processed-gene-35.7-mRNA-1	3694.POPTR_0001s11350.1	1.9e-55	176.4		GO:0000096,GO:0000098,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006461,GO:0006520,GO:0006555,GO:0006790,GO:0006807,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009066,GO:0009068,GO:0009087,GO:0009267,GO:0009414,GO:0009415,GO:0009605,GO:0009628,GO:0009970,GO:0009987,GO:0009991,GO:0010035,GO:0016043,GO:0016054,GO:0016829,GO:0016846,GO:0018826,GO:0019458,GO:0019752,GO:0022607,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0042221,GO:0042594,GO:0042631,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044273,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044712,GO:0044763,GO:0046395,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0065003,GO:0070271,GO:0070887,GO:0071214,GO:0071462,GO:0071496,GO:0071704,GO:0071822,GO:0071840,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606,GO:1901700,GO:1901701	K01761		virNOG[6]	1BM2X@strNOG,1DYY5@virNOG,COG0626@NOG,KOG0053@euNOG	1DYY5|7.2e-54|184.2	E	methionine
augustus_masked-NW_019167827.1-processed-gene-35.9-mRNA-1	3847.GLYMA10G31590.1	1.9e-54	172.7		GO:0000096,GO:0000098,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006461,GO:0006520,GO:0006555,GO:0006790,GO:0006807,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009066,GO:0009068,GO:0009087,GO:0009267,GO:0009414,GO:0009415,GO:0009605,GO:0009628,GO:0009970,GO:0009987,GO:0009991,GO:0010035,GO:0016043,GO:0016054,GO:0016829,GO:0016846,GO:0018826,GO:0019458,GO:0019752,GO:0022607,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0042221,GO:0042594,GO:0042631,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044273,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044712,GO:0044763,GO:0046395,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0065003,GO:0070271,GO:0070887,GO:0071214,GO:0071462,GO:0071496,GO:0071704,GO:0071822,GO:0071840,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606,GO:1901700,GO:1901701	K01761		virNOG[6]	1BM2X@strNOG,1DYY5@virNOG,COG0626@NOG,KOG0053@euNOG	1DYY5|3.4e-55|188.5	E	methionine
